,test,pred
283,0,0
284,0,0
285,0,0
286,1,1
287,0,0
288,0,0
289,0,0
290,0,0
291,0,1
292,0,0
293,0,0
294,0,0
295,0,0
296,0,0
297,0,1
298,0,0
299,0,1
300,0,0
301,0,0
302,0,0
303,0,0
304,0,1
305,0,1
306,0,1
307,0,0
308,0,0
309,1,1
310,0,1
311,1,1
312,0,0
313,0,0
314,0,0
315,0,1
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,1
327,0,1
328,0,0
329,0,0
330,0,0
331,0,0
332,0,1
333,1,0
334,0,0
335,0,1
336,0,0
337,0,0
338,0,0
339,0,0
340,0,1
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,1
347,0,0
348,0,0
349,1,1
350,0,0
351,0,1
352,0,1
353,0,1
354,0,1
355,0,0
356,0,1
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,1
364,0,1
365,0,1
366,0,0
367,0,0
368,0,0
369,0,0
370,0,1
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
378,0,0
379,0,1
380,0,0
381,0,0
382,0,0
383,1,1
384,0,0
385,0,1
386,0,0
387,1,1
388,0,0
389,0,0
390,0,1
391,0,0
392,0,0
393,0,1
394,0,0
395,0,0
396,0,0
397,0,0
398,0,1
399,0,0
400,0,0
401,0,0
402,0,1
403,0,0
404,0,0
405,0,0
406,0,0
407,0,1
408,0,0
409,1,1
410,0,1
411,1,1
412,0,0
413,0,0
414,0,1
415,0,1
416,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,1
422,0,0
423,0,1
424,0,0
425,0,0
426,1,1
427,0,0
428,1,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,1,0
435,0,0
436,0,0
437,1,0
438,0,0
439,1,1
440,0,0
441,0,0
442,0,0
443,0,1
444,0,1
445,0,0
446,1,1
447,1,1
448,0,1
449,0,0
450,0,0
451,0,0
452,0,0
453,0,1
454,0,0
455,0,0
456,0,1
457,0,0
458,0,0
459,0,1
460,0,0
461,0,1
462,0,1
463,0,0
464,0,1
465,0,1
466,0,0
467,0,1
468,0,0
469,0,0
470,0,1
471,0,0
472,0,1
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,1
480,0,0
481,0,0
482,0,1
483,1,1
484,0,1
485,0,0
486,0,0
487,0,0
488,0,0
489,0,1
490,0,0
491,0,1
492,0,1
493,0,0
494,0,1
495,0,0
496,0,1
497,1,1
498,0,0
499,0,1
500,0,1
501,0,0
502,1,0
503,0,0
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,1,1
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,1,1
516,0,1
517,0,0
518,0,0
519,0,0
520,0,0
521,0,1
522,0,0
523,0,1
524,0,0
525,1,0
526,1,1
527,0,1
528,0,0
529,0,0
530,0,0
531,0,0
532,0,1
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,1
540,0,1
541,0,0
542,1,0
543,0,0
544,0,0
545,0,1
546,0,0
547,0,0
548,0,1
549,0,0
550,1,1
551,0,0
552,0,1
553,0,1
554,0,1
555,0,0
556,0,0
557,0,0
558,0,0
559,1,1
560,0,0
561,0,0
562,0,1
563,0,1
564,1,1
565,1,0
566,0,0
567,0,1
568,0,1
569,0,1
570,0,0
571,0,1
572,0,0
573,0,0
574,0,1
575,1,1
576,0,0
577,0,0
578,0,0
579,1,0
580,0,0
581,0,0
582,0,0
583,0,0
584,0,1
585,0,0
586,0,0
587,0,1
588,0,1
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,0,1
595,0,1
596,1,1
597,0,1
598,1,1
599,1,0
600,0,0
601,0,1
602,1,0
603,0,1
604,0,0
605,0,1
606,0,0
607,0,1
608,0,1
609,0,0
610,0,1
611,1,1
612,0,1
613,0,0
614,0,0
615,1,0
616,0,0
617,0,0
618,0,0
619,0,0
620,0,0
621,1,1
622,0,0
623,0,0
624,0,0
625,1,1
626,0,0
627,0,0
628,0,0
629,0,1
630,0,1
631,0,1
632,0,0
633,0,0
634,1,1
635,0,1
636,0,1
637,0,0
638,0,1
639,0,0
640,1,1
641,0,0
642,0,0
643,0,0
644,0,0
645,0,1
646,0,0
647,0,1
648,0,0
649,0,1
650,0,1
651,0,0
652,0,0
653,0,1
654,1,0
655,0,0
656,0,1
657,0,0
658,0,0
659,0,0
660,0,1
661,0,0
662,0,0
663,0,0
664,0,0
665,0,0
666,0,0
667,1,1
668,1,1
669,0,1
670,0,0
671,0,1
672,0,1
673,0,1
674,0,0
675,1,1
676,0,0
677,1,0
678,0,0
679,0,1
680,0,1
681,0,1
682,0,1
683,0,1
684,1,1
685,0,0
686,0,0
687,0,0
688,0,0
689,0,0
690,0,1
691,0,1
692,0,0
693,0,0
694,0,1
695,0,1
696,0,1
697,0,0
698,0,0
699,0,0
700,0,0
701,0,0
702,0,0
703,0,1
704,0,0
705,0,0
706,0,1
707,0,0
708,0,0
709,1,1
710,0,1
711,0,0
712,0,1
713,0,0
714,0,1
715,0,1
716,0,0
717,0,0
718,0,0
719,0,0
720,0,0
721,0,0
722,0,1
723,0,1
724,0,1
725,0,0
726,1,1
727,0,1
728,0,1
729,0,1
730,0,0
731,0,1
732,0,1
733,0,1
734,0,0
735,0,0
736,0,0
737,0,1
738,0,1
739,0,0
740,0,1
741,0,0
742,0,1
743,0,1
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,0,0
752,0,1
753,1,1
754,0,0
755,0,0
756,0,0
757,0,1
758,0,1
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,1
769,0,0
770,0,1
771,0,1
772,0,0
773,0,0
774,0,1
775,0,1
776,0,0
777,0,0
778,0,0
779,1,0
780,0,0
781,0,1
782,0,0
783,0,1
784,0,0
785,0,1
786,0,0
787,0,1
788,0,0
789,0,0
790,0,0
791,0,0
792,0,1
793,0,1
794,1,0
795,0,0
796,0,0
797,0,1
798,0,1
799,0,0
800,0,0
801,0,0
802,0,0
803,0,1
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,1,1
812,0,0
813,0,1
814,0,1
815,0,1
816,0,0
817,0,1
818,0,0
819,0,0
820,0,1
821,0,0
822,0,0
823,0,1
824,0,1
825,0,0
826,0,0
827,1,1
828,0,1
829,0,0
830,0,1
831,0,0
832,0,1
833,0,1
834,0,1
835,0,0
836,0,1
837,0,1
838,0,1
839,0,0
840,0,1
841,0,0
842,0,0
843,0,0
844,0,1
845,0,1
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,1
853,0,0
854,0,1
855,0,1
856,0,0
857,0,0
858,0,0
859,0,0
860,1,0
861,0,0
862,0,0
863,1,1
864,0,0
865,0,0
866,0,0
867,0,1
868,0,0
869,1,1
870,0,1
871,0,1
872,0,1
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,1,1
880,0,1
881,0,1
882,1,0
883,0,0
884,1,1
885,0,0
886,0,1
887,0,1
888,0,0
889,0,1
890,0,1
891,1,1
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,1
898,0,0
899,0,0
900,0,1
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,1
907,0,1
908,0,0
909,1,0
910,0,0
911,0,0
912,1,1
913,1,0
914,0,0
915,1,1
916,1,0
917,1,1
918,0,0
919,0,1
920,0,0
921,0,1
922,0,1
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,1
930,0,0
931,0,1
932,0,1
933,0,0
934,0,1
935,0,0
936,0,0
937,1,1
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,1
946,0,0
947,0,0
948,0,0
949,0,1
950,0,1
951,0,0
952,0,0
953,0,0
954,1,1
955,1,1
956,0,1
957,0,0
958,0,0
959,0,1
960,0,0
961,0,1
962,0,1
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,1
969,0,0
970,0,0
971,0,0
972,0,1
973,0,0
974,0,0
975,0,1
976,0,0
977,0,0
978,0,0
979,0,1
980,1,1
981,0,0
982,0,0
983,0,0
984,0,0
985,0,1
986,0,1
987,0,0
988,0,0
989,0,0
990,0,1
991,1,0
992,1,1
993,0,0
994,0,0
995,0,0
996,0,0
997,0,1
998,0,1
999,0,0
1000,1,1
1001,0,0
1002,0,1
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,1,0
1008,0,0
1009,1,1
1010,0,1
1011,0,0
1012,0,0
1013,0,1
1014,0,1
1015,0,1
1016,0,1
1017,0,1
1018,0,0
1019,0,0
1020,0,0
1021,1,1
1022,0,0
1023,1,0
1024,0,0
1025,0,1
1026,0,1
1027,0,1
1028,0,0
1029,0,0
1030,0,0
1031,1,1
1032,0,0
1033,0,1
1034,0,1
1035,0,1
1036,0,0
1037,0,0
1038,0,0
1039,0,1
1040,0,0
1041,0,0
1042,0,0
1043,0,0
1044,0,1
1045,0,0
1046,0,1
1047,0,1
1048,0,0
1049,0,1
1050,0,0
1051,0,0
1052,0,1
1053,0,0
1054,0,0
1055,0,0
1056,0,0
1057,0,0
1058,0,0
1059,0,0
1060,0,0
1061,0,1
1062,0,0
1063,0,0
1064,0,0
1065,0,1
1066,0,1
1067,0,0
1068,0,0
1069,0,1
1070,0,0
1071,1,0
1072,0,0
1073,0,0
1074,0,0
1075,0,0
1076,0,1
1077,0,1
1078,0,0
1079,0,0
1080,1,0
1081,0,1
1082,0,0
1083,0,0
1084,0,0
1085,0,0
1086,0,0
1087,0,0
1088,0,0
1089,0,0
1090,0,1
1091,0,0
1092,0,0
1093,0,0
1094,0,0
1095,0,0
1096,0,0
1097,0,0
1098,0,0
1099,0,0
1100,0,0
1101,0,0
1102,0,1
1103,0,1
1104,0,1
1105,0,0
1106,0,1
1107,0,0
1108,0,0
1109,0,0
1110,0,0
1111,0,0
1112,0,0
1113,0,0
1114,0,1
1115,0,1
1116,0,0
1117,0,0
1118,1,0
1119,0,0
1120,0,1
1121,0,0
1122,0,0
1123,0,0
1124,0,0
1125,0,0
1126,1,0
1127,0,0
1128,0,0
1129,0,0
1130,0,0
1131,0,1
1132,0,0
1133,0,1
1134,0,1
1135,0,1
1136,0,0
1137,0,1
1138,0,0
1139,0,0
1140,0,0
1141,0,1
1142,0,0
1143,1,0
1144,0,1
1145,0,0
1146,0,1
1147,0,0
1148,0,0
1149,0,0
1150,0,0
1151,0,1
1152,0,0
1153,0,0
1154,1,1
1155,0,0
1156,0,0
1157,0,1
1158,0,0
1159,0,0
1160,0,0
1161,0,0
1162,0,0
1163,0,0
1164,1,1
1165,0,0
1166,0,0
1167,0,1
1168,0,1
1169,0,0
1170,0,1
1171,0,0
1172,0,0
1173,0,0
1174,0,1
1175,0,0
1176,0,0
1177,0,0
1178,0,0
1179,0,1
1180,0,0
1181,0,0
1182,0,1
1183,0,0
1184,0,0
1185,0,0
1186,0,1
1187,0,0
1188,0,0
1189,0,1
1190,1,1
1191,0,0
1192,0,0
1193,0,0
1194,0,0
1195,0,0
1196,1,0
1197,0,0
1198,0,0
1199,0,1
1200,0,1
1201,0,1
1202,0,0
1203,0,0
1204,0,0
1205,0,1
1206,0,1
1207,0,1
1208,0,0
1209,0,0
1210,0,0
1211,0,0
1212,0,0
1213,0,0
1214,0,0
1215,0,0
1216,0,0
1217,0,0
1218,0,0
1219,0,0
1220,0,0
1221,0,1
1222,0,0
1223,0,0
1224,1,0
1225,0,1
1226,0,0
1227,0,0
1228,0,0
1229,0,1
1230,0,1
1231,0,0
1232,0,0
1233,0,1
1234,0,1
1235,0,1
1236,0,1
1237,0,0
1238,0,1
1239,0,1
1240,1,1
1241,0,1
1242,0,1
1243,0,0
1244,1,0
1245,0,0
1246,0,0
1247,1,0
1248,0,1
1249,0,0
1250,0,0
1251,0,1
1252,0,0
1253,0,0
1254,0,0
1255,0,0
1256,0,0
1257,0,0
1258,0,0
1259,0,0
1260,0,1
1261,0,0
1262,0,0
1263,1,0
1264,0,1
1265,0,1
1266,0,1
1267,0,0
1268,0,0
1269,0,0
1270,0,0
1271,0,1
1272,0,0
1273,1,1
1274,0,0
1275,1,0
1276,0,1
1277,0,0
1278,0,0
1279,0,0
1280,1,0
1281,0,1
1282,0,0
1283,0,0
1284,0,1
1285,1,0
1286,0,0
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,0,0
1292,0,0
1293,0,0
1294,0,0
1295,0,0
1296,1,1
1297,0,0
1298,0,0
1299,0,0
1300,0,0
1301,0,0
1302,0,1
1303,1,1
1304,0,1
1305,0,0
1306,0,0
1307,0,0
1308,0,1
1309,0,0
1310,0,0
1311,0,0
1312,0,1
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,1
1318,0,0
1319,0,0
1320,0,1
1321,0,0
1322,0,0
1323,0,0
1324,0,1
1325,0,0
1326,0,1
1327,0,1
1328,0,0
1329,0,0
1330,0,0
1331,0,1
1332,0,1
1333,0,0
1334,0,1
1335,0,1
1336,0,1
1337,0,0
1338,0,1
1339,0,0
1340,0,0
1341,0,0
1342,0,0
1343,0,0
1344,0,0
1345,0,1
1346,0,0
1347,0,0
1348,0,0
1349,0,1
1350,1,1
1351,1,1
1352,0,0
1353,0,0
1354,0,1
1355,0,0
1356,0,0
1357,1,0
1358,0,1
1359,0,0
1360,0,1
1361,0,1
1362,0,0
1363,0,0
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,1
1372,0,0
1373,0,1
1374,0,0
1375,1,0
1376,1,1
1377,0,1
1378,0,1
1379,0,0
1380,0,0
1381,0,0
1382,0,1
1383,0,0
1384,0,0
1385,0,0
1386,0,0
1387,0,0
1388,0,1
1389,0,1
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,1,1
1395,0,1
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0,1
1401,0,0
1402,1,1
1403,1,1
1404,0,0
1405,0,0
1406,0,1
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,1,0
1416,0,0
1417,0,1
1418,0,0
1419,0,1
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0,0
1425,0,1
1426,0,0
1427,0,0
1428,0,1
1429,0,1
1430,1,0
1431,0,1
1432,1,1
1433,0,0
1434,0,0
1435,0,1
1436,1,1
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,1
1444,0,1
1445,0,0
1446,0,1
1447,0,0
1448,0,1
1449,1,1
1450,0,0
1451,1,1
1452,0,0
1453,0,0
1454,1,0
1455,0,0
1456,0,0
1457,0,0
1458,0,0
1459,0,0
1460,1,1
1461,0,1
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,0,1
1467,0,0
1468,0,0
1469,1,1
1470,0,1
1471,1,1
1472,0,1
1473,0,0
1474,0,0
1475,1,1
1476,0,0
1477,0,0
1478,0,0
1479,0,1
1480,0,1
1481,0,0
1482,0,0
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,1
1488,0,0
1489,0,0
1490,0,0
1491,0,1
1492,0,0
1493,1,0
1494,0,0
1495,1,1
1496,0,1
1497,1,1
1498,0,0
1499,0,1
1500,0,0
1501,0,1
1502,0,1
1503,0,0
1504,0,1
1505,0,1
1506,0,0
1507,0,0
1508,0,0
1509,0,0
1510,1,0
1511,0,1
1512,0,0
1513,0,0
1514,0,0
1515,0,1
1516,0,0
1517,0,1
1518,0,0
1519,1,1
1520,0,0
1521,0,0
1522,0,0
1523,0,0
1524,0,0
1525,0,1
1526,1,1
1527,0,1
1528,1,0
1529,0,0
1530,0,0
1531,0,0
1532,0,0
1533,0,0
1534,0,0
1535,0,1
1536,0,0
1537,0,0
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,0,0
1543,1,1
1544,0,1
1545,0,0
1546,0,1
1547,0,0
1548,0,0
1549,0,0
1550,0,0
1551,0,0
1552,0,1
1553,0,0
1554,0,0
1555,0,1
1556,1,1
1557,0,0
1558,0,0
1559,0,0
1560,0,1
1561,0,0
1562,0,0
1563,0,0
1564,0,1
1565,0,0
1566,1,1
1567,0,1
1568,0,1
1569,0,1
1570,0,0
1571,0,1
1572,0,1
1573,0,0
1574,0,0
1575,0,0
1576,0,0
1577,0,0
1578,0,0
1579,0,0
1580,0,0
1581,1,0
1582,1,0
1583,0,0
1584,0,1
1585,0,0
1586,0,0
1587,0,0
1588,0,0
1589,0,1
1590,0,0
1591,1,0
1592,1,1
1593,0,0
1594,0,0
1595,0,0
1596,0,0
1597,0,1
1598,0,0
1599,0,0
1600,0,0
1601,0,0
1602,0,1
1603,0,0
1604,0,0
1605,0,0
1606,0,1
1607,0,0
1608,0,0
1609,0,1
1610,1,1
1611,0,1
1612,0,0
1613,0,0
1614,0,1
1615,0,0
1616,0,0
1617,0,1
1618,0,0
1619,0,1
1620,0,0
1621,0,0
1622,0,1
1623,1,0
1624,1,1
1625,0,0
1626,0,1
1627,0,0
1628,0,1
1629,0,0
1630,0,0
1631,0,1
1632,0,0
1633,0,0
1634,0,0
1635,0,0
1636,0,1
1637,0,1
1638,0,0
1639,0,1
1640,0,1
1641,0,1
1642,0,0
1643,0,1
1644,1,1
1645,0,0
1646,0,0
1647,0,0
1648,1,0
1649,1,0
1650,1,1
1651,1,1
1652,0,1
1653,0,0
1654,0,0
1655,0,1
1656,0,1
1657,0,1
1658,0,0
1659,0,1
1660,0,0
1661,0,1
1662,0,1
1663,0,0
1664,0,0
1665,0,0
1666,0,0
1667,1,1
1668,0,1
1669,0,1
1670,0,1
1671,0,0
1672,0,0
1673,0,0
1674,0,0
1675,0,0
1676,0,0
1677,0,0
1678,0,0
1679,0,1
1680,0,0
1681,0,0
1682,0,0
1683,0,0
1684,0,0
1685,0,0
1686,0,1
1687,0,1
1688,0,0
1689,0,0
1690,0,1
1691,0,0
1692,0,0
1693,0,0
1694,0,0
1695,0,0
1696,0,0
1697,0,0
1698,0,1
1699,1,0
1700,0,0
1701,0,0
1702,0,1
1703,0,0
1704,0,1
1705,1,1
1706,0,0
1707,0,1
1708,0,0
1709,0,0
1710,0,1
1711,0,1
1712,1,1
1713,0,0
1714,0,0
1715,0,0
1716,0,0
1717,0,0
1718,0,0
1719,0,1
1720,1,0
1721,1,1
1722,0,0
1723,0,0
1724,0,1
1725,0,0
1726,0,0
1727,0,1
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,0,0
1733,0,0
1734,0,1
1735,0,1
1736,0,0
1737,0,0
1738,0,0
1739,0,0
1740,0,1
1741,0,0
1742,0,0
1743,0,1
1744,0,1
1745,0,0
1746,0,1
1747,0,0
1748,0,0
1749,1,0
1750,0,0
1751,0,1
1752,0,0
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,0
1758,0,0
1759,0,0
1760,0,1
1761,0,0
1762,0,0
1763,0,0
1764,0,1
1765,0,0
1766,1,0
1767,1,1
1768,0,1
1769,0,0
1770,1,1
1771,0,1
1772,0,0
1773,0,0
1774,1,0
1775,0,0
1776,0,1
1777,0,0
1778,0,0
1779,0,0
1780,0,0
1781,1,0
1782,0,0
1783,0,1
1784,0,1
1785,0,0
1786,1,1
1787,0,0
1788,0,1
1789,0,1
1790,0,0
1791,0,0
1792,0,0
1793,0,1
1794,0,0
1795,0,1
1796,0,0
1797,0,0
1798,0,1
1799,0,0
1800,0,1
1801,0,0
1802,0,1
1803,0,1
1804,0,1
1805,0,0
1806,0,0
1807,0,1
1808,0,0
1809,1,1
1810,0,0
1811,0,0
1812,0,1
1813,0,0
1814,0,0
1815,0,0
1816,0,1
1817,1,1
1818,0,1
1819,0,0
1820,0,0
1821,0,1
1822,0,0
1823,0,0
1824,0,0
1825,0,0
1826,0,0
1827,0,0
1828,0,1
1829,1,0
1830,0,0
1831,0,0
1832,0,0
1833,0,0
1834,0,0
1835,0,1
1836,1,1
1837,0,0
1838,0,0
1839,0,0
1840,0,0
1841,1,1
1842,1,1
1843,1,0
1844,0,1
1845,0,1
1846,0,1
1847,0,0
1848,0,0
1849,0,0
1850,0,0
1851,1,1
1852,0,1
1853,0,0
1854,0,1
1855,0,1
1856,1,1
1857,0,0
1858,0,0
1859,0,1
1860,1,1
1861,0,0
1862,0,0
1863,0,1
1864,0,0
1865,0,0
1866,0,1
1867,0,0
1868,1,1
1869,0,0
1870,0,0
1871,0,0
1872,0,1
1873,0,0
1874,0,0
1875,1,1
1876,0,0
1877,0,0
1878,0,1
1879,0,1
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,1
1886,0,0
1887,0,0
1888,0,0
1889,0,1
1890,0,0
1891,0,0
1892,0,1
1893,0,0
1894,1,0
1895,0,1
1896,0,0
1897,0,1
1898,0,1
1899,0,0
1900,0,0
1901,0,1
1902,1,1
1903,1,1
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,1
1909,0,0
1910,0,0
1911,0,1
1912,0,0
1913,1,1
1914,0,0
1915,0,1
1916,0,0
1917,0,0
1918,0,1
1919,0,0
1920,0,1
1921,0,1
1922,0,1
1923,0,0
1924,0,1
1925,0,1
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,1
1931,0,0
1932,0,0
1933,0,0
1934,1,1
1935,0,0
1936,0,1
1937,0,0
1938,0,1
1939,0,0
1940,0,0
1941,0,1
1942,0,1
1943,0,0
1944,1,1
1945,0,0
1946,1,1
1947,0,0
1948,0,0
1949,0,0
1950,0,1
1951,0,1
1952,0,0
1953,1,1
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,1,1
1963,1,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,1
1973,0,0
1974,0,1
1975,1,1
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,1
1986,0,1
1987,0,1
1988,0,0
1989,0,0
1990,0,0
1991,0,1
1992,0,1
1993,0,0
1994,0,0
1995,0,1
1996,0,0
1997,1,1
1998,0,0
1999,1,1
2000,0,0
2001,0,0
2002,1,1
2003,1,1
2004,0,1
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,1
2010,0,0
2011,0,0
2012,1,1
2013,0,1
2014,0,0
2015,0,1
2016,0,0
2017,0,1
2018,0,1
2019,0,0
2020,0,1
2021,1,0
2022,0,0
2023,0,0
2024,0,0
2025,0,1
2026,0,1
2027,0,0
2028,0,1
2029,0,0
2030,0,0
2031,0,0
2032,0,0
2033,0,0
2034,0,1
2035,0,1
2036,1,1
2037,0,0
2038,0,0
2039,0,0
2040,0,1
2041,0,0
2042,0,0
2043,1,0
2044,0,0
2045,0,0
2046,0,1
2047,0,0
2048,0,0
2049,0,1
2050,0,0
2051,0,1
2052,0,0
2053,1,0
2054,0,0
2055,1,1
2056,0,1
2057,0,0
2058,0,0
2059,0,0
2060,0,1
2061,0,1
2062,0,0
2063,0,0
2064,0,0
2065,0,0
2066,0,0
2067,1,0
2068,0,0
2069,0,1
2070,0,0
2071,1,1
2072,0,0
2073,0,1
2074,0,1
2075,1,1
2076,0,1
2077,0,1
2078,0,0
2079,0,0
2080,0,0
2081,0,0
2082,0,0
2083,0,1
2084,0,0
2085,0,0
2086,0,1
2087,0,0
2088,1,1
2089,0,0
2090,0,0
2091,0,0
2092,0,1
2093,0,0
2094,0,1
2095,0,1
2096,0,0
2097,0,0
2098,0,0
2099,0,0
2100,1,1
2101,0,0
2102,1,1
2103,0,0
2104,0,1
2105,0,0
2106,0,0
2107,0,0
2108,0,0
2109,0,0
2110,0,0
2111,0,0
2112,0,0
2113,0,1
2114,0,0
2115,0,1
2116,0,0
2117,0,1
2118,0,0
2119,0,0
2120,0,0
2121,1,1
2122,0,0
2123,0,0
2124,0,0
2125,0,0
2126,0,0
2127,0,1
2128,0,0
2129,0,0
2130,1,1
2131,0,0
2132,0,1
2133,0,0
2134,0,0
2135,0,1
2136,0,0
2137,0,0
2138,0,0
2139,0,1
2140,0,1
